productId,url,date,price,area,pricePerM2,type,provinceId,districtId,wardId,districtName
39119658,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p4/ban-dat-duong-ngoc-ha-phuong-doi-can/ban-tho-cu-quan-ba-dinh-60m2-mt4m-o-kd-o-to-tranh-30-met-pr39723906,2024-05-10,9500.0,58.4,162.67,dat-dat-nen,HN,2,61,ba-dinh
39505293,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-doi-can-phuong-doi-can/cc-ban-o-to-tai-tranh-kd-dinh-180m2-mt-8m-nhinh-33-ty-pr39505293,2024-05-10,33100.0,180.0,183.89,dat-dat-nen,HN,2,61,ba-dinh
39445204,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-doi-can-phuong-ngoc-ha/cuc-hot-ban-lo-goc-pho-157m2-mt-19m-gia-18-ty-pr39445204,2024-05-10,18000.0,157.0,114.65,dat-dat-nen,HN,2,65,ba-dinh
39318275,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-nguyen-truong-to-phuong-dien-bien/ban-lo-xay-a-nha-dep-nhat-re-nhat-ba-dinh-mp-180m2-mt-7m-80-ty-pr39318275,2024-05-10,90000.0,160.0,562.5,dat-dat-nen,HN,2,60,ba-dinh
39711822,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-chau-long-phuong-truc-bach/thua-duy-nhat-sot-lai-mat-ba-dinh-102m-mt-6-m-xay-building-qua-dep-gia-dau-tu-pr39711822,2024-05-10,35000.0,75.0,466.67,dat-dat-nen,HN,2,71,ba-dinh
39790736,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-condotel-duong-dt-716-phuong-mui-ne-prj-apec-mandala-wyndham-binh-thuan/ban-can-ho-75m2-tai-co-ho-boi-rieng-trong-nha-gia-2-6-ty-pr39806993?source=ad&adid=2420243,2024-05-10,2600.0,75.0,34.67,dat-dat-nen,HN,2,66,ba-dinh
39790371,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-buoi-phuong-ngoc-khanh/mat-kinh-doanh-30m2-mat-tien-4-1m-gia-7-ty-pr39790736,2024-05-10,7000.0,30.0,233.33,dat-dat-nen,HN,2,66,ba-dinh
39466904,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-ngoc-khanh-phuong-ngoc-khanh/ban-manh-trong-khu-ba-dinh-dtsd-106m-mt6-6m-gia-14-5-ty-lh-pr39790371,2024-05-10,14500.0,106.0,136.79,dat-dat-nen,HN,2,61,ba-dinh
39787970,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-doi-can-phuong-doi-can/ban-o-to-279-139m2-mat-tien-7m-ko-dinh-quy-hoach-31-9-ty-pr39466904,2024-05-10,31900.0,139.0,229.5,dat-dat-nen,HN,2,62,ba-dinh
38394672,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-nui-truc-phuong-giang-vo/sieu-hiem-manh-100m2-mat-tien-6m-o-to-tranh-lien-he-pr39787970,2024-05-10,40000.0,100.0,400.0,dat-dat-nen,HN,2,64,ba-dinh
39787603,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-nen-du-an-duong-phuoc-thien-phuong-long-binh-3-prj-khu-dan-cu-phuoc-thien/140m2-thu-duc-truoc-nha-20m-7-20-gia-9-ty-pr39512666?source=ad&adid=2419142,2024-05-10,9000.0,140.0,64.29,dat-dat-nen,HN,2,63,ba-dinh
39782643,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-lieu-giai-phuong-lieu-giai/ban-dien-tich-136m2-mat-tien-8m-khu-ba-dinh-ha-noi-pr38394672,2024-05-10,33000.0,136.0,242.65,dat-dat-nen,HN,2,63,ba-dinh
39656303,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-kim-ma-thuong-phuong-kim-ma/-t-ba-dinh-105m-t-tien-7m-gia-chao-32-5-ty-pr39787603,2024-05-10,32500.0,105.0,309.52,dat-dat-nen,HN,2,72,ba-dinh
39780321,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-kim-ma-phuong-kim-ma/hiem-doi-dien-lotte-cach-duong-o-to-tranh-10m-xay-o-ch-dinh-150m2-gia-10-8ty-pr39782643,2024-05-10,10300.0,140.0,73.57,dat-dat-nen,HN,2,64,ba-dinh
39775484,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-buoi-phuong-vinh-phuc/ban-tt-ba-dinh-ngo-376-lo-goc-125m-x-mt-6m-nhinh-29-ty-pr39656303,2024-05-10,29500.0,125.0,236.0,dat-dat-nen,HN,2,72,ba-dinh
38331042,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-pho-lieu-giai-phuong-lieu-giai/ban-190m2-mat-tien-18m-2-o-to-tranh-pr39780321,2024-05-10,66500.0,190.0,350.0,dat-dat-nen,HN,2,64,ba-dinh
39618911,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-dao-tan-phuong-vinh-phuc/ban-mat-pho-ba-dinh-110m-mt-6-5m-gia-chao-68-ty-pr39775484,2024-05-10,68000.0,110.0,618.18,dat-dat-nen,HN,2,71,ba-dinh
39674460,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-tran-huy-lieu-phuong-lieu-giai/ban-dien-tich-136m2-mat-tien-8m-khu-pho-ba-dinh-ha-noi-pr38331042,2024-05-10,34500.0,136.0,253.68,dat-dat-nen,HN,2,69,ba-dinh
39501358,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-cua-bac-phuong-truc-bach/ban-lo-mua-gom-pho-ba-dinh-322m2-mt-10m-gia-bao-gom-gop-so-pr39618911,2024-05-10,140000.0,322.0,434.78,dat-dat-nen,HN,2,59,ba-dinh
39766332,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-phan-dinh-phung-phuong-quan-thanh/cuc-hiem-ban-nhanh-ngo-gia-5-4-ty-hon-33m2-pr39674460,2024-05-10,5400.0,33.5,161.19,dat-dat-nen,HN,2,59,ba-dinh
39506925,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p2/ban-dat-duong-doi-can-phuong-cong-vi/ban-ba-dinh-phan-lo-ngo-thong-oto-nho-qua-nha-10m-ra-oto-tranh-thoang-truoc-sau-pr39501358,2024-05-10,4600.0,32.0,143.75,dat-dat-nen,HN,2,59,ba-dinh
39723210,https://batdongsan.com.vn/ban-dat-dat-nen-ba-dinh/p5/ban-dat-duong-phan-ke-binh-phuong-lieu-giai/chinh-chu-ban-ba-dinh-119m-lo-goc-o-to-vao-nha-mat-tien-6-5m-kinh-doanh-gia-17-5ty-pho-dao-tan-pr39723210,2024-05-10,17500.0,119.0,147.06,dat-dat-nen,HN,2,64,ba-dinh
